name,tessellate,WKT
"Rotas de Park Shopping Campo Grande - Estrada do Monteiro - Campo Grande, Rio de Janeiro - RJ até Park Shopping Campo Grande - Estrada do Monteiro - Campo Grande, Rio de Janeiro - RJ","true","LINESTRING Z (-43.57399 -22.92818 0, -43.57408 -22.92825 0, -43.57418 -22.92833 0, -43.57419 -22.92834 0, -43.5742 -22.92835 0, -43.57423 -22.92837 0, -43.57426 -22.92839 0, -43.57429 -22.9284 0, -43.57431 -22.9284 0, -43.57434 -22.92841 0, -43.57437 -22.92841 0, -43.57444 -22.92841 0, -43.57448 -22.92842 0, -43.57452 -22.92842 0, -43.57461 -22.92845 0, -43.57462 -22.92845 0, -43.57464 -22.92845 0, -43.57465 -22.92845 0, -43.57468 -22.92843 0, -43.57469 -22.92843 0, -43.5747 -22.92842 0, -43.57471 -22.92839 0, -43.57474 -22.92832 0, -43.57477 -22.92825 0, -43.5748 -22.92819 0, -43.57481 -22.92819 0, -43.57486 -22.92812 0, -43.57491 -22.92808 0, -43.57503 -22.92798 0, -43.57515 -22.92789 0, -43.57527 -22.92779 0, -43.57539 -22.92769 0, -43.57558 -22.9275 0, -43.57566 -22.92741 0, -43.57579 -22.92724 0, -43.57581 -22.92722 0, -43.57583 -22.92721 0, -43.57585 -22.92719 0, -43.57588 -22.92717 0, -43.57593 -22.92716 0, -43.57608 -22.92709 0, -43.57623 -22.92703 0, -43.57639 -22.92697 0, -43.57656 -22.92691 0, -43.57663 -22.92688 0, -43.57671 -22.92684 0, -43.57686 -22.92678 0, -43.57693 -22.92676 0, -43.57702 -22.92672 0, -43.57718 -22.92666 0, -43.57723 -22.92664 0, -43.57737 -22.9266 0, -43.57738 -22.92656 0, -43.57741 -22.92652 0, -43.57743 -22.92647 0, -43.57744 -22.92645 0, -43.57744 -22.92643 0, -43.57746 -22.92638 0, -43.57747 -22.92632 0, -43.57747 -22.92629 0, -43.57746 -22.92626 0, -43.57746 -22.92624 0, -43.57745 -22.92621 0, -43.57743 -22.92618 0, -43.57738 -22.92613 0, -43.57731 -22.92607 0, -43.57725 -22.92604 0, -43.5772 -22.92603 0, -43.57716 -22.92602 0, -43.57712 -22.92601 0, -43.57689 -22.9255 0, -43.57693 -22.92548 0, -43.57695 -22.92548 0, -43.57698 -22.92547 0, -43.577 -22.92546 0, -43.57703 -22.92546 0, -43.57711 -22.92545 0, -43.57719 -22.92544 0, -43.57716 -22.92536 0, -43.57702 -22.92504 0, -43.5768 -22.92456 0, -43.57672 -22.9244 0, -43.57629 -22.92458 0, -43.57615 -22.92464 0, -43.5761 -22.92465 0, -43.57608 -22.92466 0, -43.57606 -22.92465 0, -43.57603 -22.92465 0, -43.57601 -22.92463 0, -43.57574 -22.92444 0, -43.57561 -22.92434 0, -43.57547 -22.92423 0, -43.57507 -22.92467 0, -43.57477 -22.92498 0, -43.57448 -22.92526 0, -43.57421 -22.92555 0, -43.57421 -22.92556 0, -43.57358 -22.92624 0, -43.57344 -22.92638 0, -43.57325 -22.92658 0, -43.57298 -22.92686 0, -43.57283 -22.92702 0, -43.57275 -22.92711 0, -43.57254 -22.92732 0, -43.57245 -22.92739 0, -43.57241 -22.92739 0, -43.57238 -22.92738 0, -43.57236 -22.92738 0, -43.57233 -22.92738 0, -43.57172 -22.92649 0, -43.57167 -22.92642 0, -43.57161 -22.92634 0, -43.57139 -22.926 0, -43.57132 -22.92591 0, -43.57123 -22.92579 0, -43.57117 -22.92572 0, -43.57109 -22.92564 0, -43.57093 -22.92551 0, -43.57081 -22.92543 0, -43.57055 -22.92527 0, -43.5703 -22.92512 0, -43.57016 -22.92503 0, -43.56987 -22.92486 0, -43.56944 -22.92461 0, -43.56901 -22.92434 0, -43.56882 -22.92422 0, -43.56867 -22.92413 0, -43.56856 -22.92406 0, -43.56847 -22.92401 0, -43.56835 -22.92397 0, -43.56831 -22.92396 0, -43.56827 -22.92395 0, -43.56823 -22.92394 0, -43.56806 -22.92392 0, -43.56777 -22.92387 0, -43.5677 -22.92385 0, -43.56753 -22.92381 0, -43.56733 -22.92375 0, -43.56712 -22.9237 0, -43.56679 -22.92361 0, -43.56672 -22.92359 0, -43.56669 -22.92358 0, -43.56654 -22.92353 0, -43.56647 -22.9235 0, -43.56645 -22.92349 0, -43.56632 -22.92345 0, -43.56621 -22.9234 0, -43.56615 -22.92338 0, -43.56611 -22.92336 0, -43.56597 -22.92331 0, -43.56601 -22.92386 0, -43.56603 -22.92414 0, -43.56606 -22.9245 0, -43.56611 -22.92493 0, -43.56613 -22.9251 0, -43.56618 -22.92554 0, -43.56622 -22.92594 0, -43.56623 -22.92607 0, -43.56624 -22.92616 0, -43.56628 -22.92655 0, -43.56634 -22.92708 0, -43.56637 -22.9273 0, -43.5664 -22.92773 0, -43.56645 -22.92818 0, -43.56591 -22.92822 0, -43.56584 -22.92823 0, -43.56579 -22.92824 0, -43.5657 -22.92828 0, -43.56565 -22.92833 0, -43.5656 -22.92837 0, -43.56557 -22.92842 0, -43.56553 -22.92851 0, -43.56544 -22.92889 0, -43.56542 -22.92895 0, -43.56542 -22.92897 0, -43.56541 -22.92898 0, -43.5654 -22.92899 0, -43.56539 -22.929 0, -43.56538 -22.929 0, -43.56537 -22.92901 0, -43.56536 -22.92901 0, -43.56534 -22.92901 0, -43.56533 -22.92899 0, -43.56531 -22.92898 0, -43.56528 -22.92894 0, -43.56517 -22.92875 0, -43.56467 -22.92793 0, -43.56459 -22.92797 0, -43.56441 -22.92806 0, -43.56426 -22.92813 0, -43.56417 -22.92818 0, -43.56403 -22.92797 0, -43.56399 -22.92789 0, -43.5639 -22.92772 0, -43.56385 -22.92763 0, -43.56377 -22.92748 0, -43.56372 -22.92739 0, -43.56364 -22.92726 0, -43.56351 -22.92705 0, -43.56346 -22.92699 0, -43.56334 -22.92688 0, -43.5633 -22.92683 0, -43.56325 -22.92679 0, -43.56316 -22.92672 0, -43.56311 -22.92669 0, -43.56304 -22.92665 0, -43.56296 -22.92661 0, -43.56288 -22.92656 0, -43.56284 -22.92655 0, -43.5628 -22.92654 0, -43.56275 -22.92653 0, -43.56242 -22.92651 0, -43.56207 -22.9265 0, -43.56169 -22.92647 0, -43.56185 -22.92791 0, -43.56169 -22.92647 0, -43.56133 -22.92646 0, -43.56098 -22.92645 0, -43.56062 -22.92642 0, -43.56032 -22.92642 0, -43.56026 -22.92642 0, -43.56022 -22.92642 0, -43.5602 -22.92642 0, -43.56016 -22.92644 0, -43.56013 -22.92646 0, -43.5601 -22.92648 0, -43.56007 -22.92648 0, -43.56004 -22.92649 0, -43.56009 -22.92693 0, -43.56011 -22.92717 0, -43.56015 -22.92766 0, -43.55875 -22.9277 0, -43.55869 -22.9277 0, -43.55848 -22.92771 0, -43.55757 -22.92772 0, -43.55748 -22.92772 0, -43.55705 -22.92772 0, -43.55661 -22.92772 0, -43.5566 -22.92838 0, -43.55804 -22.92836 0, -43.55823 -22.92836 0, -43.55829 -22.92837 0, -43.55843 -22.92836 0, -43.55874 -22.92836 0, -43.55877 -22.92836 0, -43.55946 -22.92835 0, -43.56004 -22.92834 0, -43.56023 -22.92833 0, -43.56024 -22.9284 0, -43.56025 -22.92854 0, -43.56029 -22.9289 0, -43.56032 -22.92932 0, -43.56038 -22.92997 0, -43.56042 -22.93033 0, -43.56047 -22.9308 0, -43.56022 -22.93087 0, -43.55989 -22.93096 0, -43.55914 -22.93118 0, -43.55857 -22.93134 0, -43.55829 -22.93141 0, -43.55816 -22.93145 0, -43.55747 -22.93166 0, -43.55629 -22.93199 0, -43.55617 -22.9318 0, -43.55602 -22.9316 0, -43.5558 -22.93126 0, -43.55571 -22.93117 0, -43.55563 -22.93108 0, -43.55553 -22.931 0, -43.55516 -22.93069 0, -43.55513 -22.93068 0, -43.5551 -22.93066 0, -43.55507 -22.93065 0, -43.55495 -22.93064 0, -43.55498 -22.93054 0, -43.55497 -22.93045 0, -43.55496 -22.93029 0, -43.55496 -22.93003 0, -43.55496 -22.92985 0, -43.55496 -22.92963 0, -43.55496 -22.92961 0, -43.55495 -22.92944 0, -43.55495 -22.92942 0, -43.55494 -22.92929 0, -43.55494 -22.92928 0, -43.5549 -22.92903 0, -43.55483 -22.92878 0, -43.5547 -22.92845 0, -43.55467 -22.92838 0, -43.55459 -22.92823 0, -43.55448 -22.92805 0, -43.55436 -22.92787 0, -43.55434 -22.92784 0, -43.55428 -22.92775 0, -43.5542 -22.92767 0, -43.55414 -22.92759 0, -43.55386 -22.92728 0, -43.55369 -22.92708 0, -43.5535 -22.92685 0, -43.55321 -22.92652 0, -43.55294 -22.92619 0, -43.55286 -22.92609 0, -43.55258 -22.92576 0, -43.55251 -22.92569 0, -43.55243 -22.9256 0, -43.55237 -22.92552 0, -43.5523 -22.92543 0, -43.55221 -22.92531 0, -43.5523 -22.92543 0, -43.55237 -22.92552 0, -43.55243 -22.9256 0, -43.55251 -22.92569 0, -43.55258 -22.92576 0, -43.55286 -22.92609 0, -43.55294 -22.92619 0, -43.55321 -22.92652 0, -43.5535 -22.92685 0, -43.55369 -22.92708 0, -43.55386 -22.92728 0, -43.55414 -22.92759 0, -43.55429 -22.92752 0, -43.55451 -22.92747 0, -43.55462 -22.92743 0, -43.55472 -22.9274 0, -43.55479 -22.92739 0, -43.55489 -22.92738 0, -43.55496 -22.92736 0, -43.55512 -22.92731 0, -43.55579 -22.92711 0, -43.55598 -22.92704 0, -43.55609 -22.92699 0, -43.55624 -22.92691 0, -43.55635 -22.92684 0, -43.55644 -22.92679 0, -43.55648 -22.92675 0, -43.55653 -22.9267 0, -43.5566 -22.92664 0, -43.55663 -22.92661 0, -43.55692 -22.92627 0, -43.55716 -22.92601 0, -43.5573 -22.92585 0, -43.55738 -22.92577 0, -43.55745 -22.92571 0, -43.5575 -22.92566 0, -43.55757 -22.92561 0, -43.55762 -22.92558 0, -43.55767 -22.92556 0, -43.55772 -22.92554 0, -43.55777 -22.92552 0, -43.55785 -22.9255 0, -43.55794 -22.92549 0, -43.55803 -22.92548 0, -43.55829 -22.92547 0, -43.55858 -22.92546 0, -43.55881 -22.92545 0, -43.55887 -22.92544 0, -43.55916 -22.92544 0, -43.55948 -22.92543 0, -43.55995 -22.9254 0, -43.56015 -22.92532 0, -43.56032 -22.92526 0, -43.56051 -22.92519 0, -43.56136 -22.9248 0, -43.56147 -22.92474 0, -43.56152 -22.92472 0, -43.56157 -22.92469 0, -43.56162 -22.92467 0, -43.56166 -22.92464 0, -43.56171 -22.92461 0, -43.56177 -22.92457 0, -43.56184 -22.92451 0, -43.5619 -22.92445 0, -43.56196 -22.92439 0, -43.56204 -22.92432 0, -43.56214 -22.9242 0, -43.56235 -22.92393 0, -43.56237 -22.92389 0, -43.56239 -22.92386 0, -43.56244 -22.92376 0, -43.56249 -22.92363 0, -43.56253 -22.92351 0, -43.56257 -22.92339 0, -43.56259 -22.92329 0, -43.5626 -22.92323 0, -43.56261 -22.92315 0, -43.56268 -22.92268 0, -43.5627 -22.92263 0, -43.56275 -22.92223 0, -43.56278 -22.92207 0, -43.56279 -22.922 0, -43.56282 -22.92191 0, -43.56284 -22.92187 0, -43.56287 -22.92181 0, -43.56288 -22.92178 0, -43.56288 -22.92176 0, -43.5629 -22.92174 0, -43.56291 -22.9217 0, -43.56293 -22.92167 0, -43.56297 -22.92162 0, -43.563 -22.92158 0, -43.56302 -22.92155 0, -43.56305 -22.9215 0, -43.56309 -22.92145 0, -43.56312 -22.92141 0, -43.56319 -22.92136 0, -43.56323 -22.92135 0, -43.56331 -22.92132 0, -43.5634 -22.92129 0, -43.56344 -22.92135 0, -43.56345 -22.92136 0, -43.56348 -22.92139 0, -43.56351 -22.92141 0, -43.56356 -22.92145 0, -43.5636 -22.9215 0, -43.56366 -22.92154 0, -43.56374 -22.92161 0, -43.56383 -22.92168 0, -43.56388 -22.92172 0, -43.56396 -22.92179 0, -43.56404 -22.92186 0, -43.56418 -22.92197 0, -43.56424 -22.92205 0, -43.56437 -22.92218 0, -43.56449 -22.92233 0, -43.5646 -22.92245 0, -43.56464 -22.92249 0, -43.5647 -22.92255 0, -43.56473 -22.92258 0, -43.56477 -22.92263 0, -43.56481 -22.92267 0, -43.56484 -22.92269 0, -43.56487 -22.92272 0, -43.56491 -22.92275 0, -43.56498 -22.9228 0, -43.56505 -22.92285 0, -43.56517 -22.92292 0, -43.56522 -22.92295 0, -43.56527 -22.92297 0, -43.56535 -22.923 0, -43.56543 -22.92303 0, -43.56556 -22.92308 0, -43.56591 -22.92321 0, -43.56614 -22.9233 0, -43.56626 -22.92334 0, -43.56633 -22.92337 0, -43.56644 -22.92341 0, -43.56648 -22.92342 0, -43.56651 -22.92343 0, -43.56652 -22.92343 0, -43.56656 -22.92344 0, -43.56665 -22.92345 0, -43.56669 -22.92345 0, -43.56672 -22.92345 0, -43.56677 -22.92345 0, -43.5669 -22.92346 0, -43.56698 -22.92346 0, -43.56703 -22.92347 0, -43.56712 -22.92348 0, -43.56721 -22.9235 0, -43.56736 -22.92355 0, -43.56752 -22.9236 0, -43.56762 -22.92363 0, -43.56776 -22.92368 0, -43.5681 -22.92379 0, -43.56827 -22.92385 0, -43.56836 -22.92388 0, -43.56854 -22.92396 0, -43.56863 -22.92401 0, -43.56873 -22.92407 0, -43.5688 -22.92411 0, -43.56885 -22.92414 0, -43.56895 -22.92421 0, -43.56904 -22.92426 0, -43.56948 -22.92454 0, -43.56991 -22.9248 0, -43.5702 -22.92497 0, -43.57036 -22.92508 0, -43.57047 -22.92513 0, -43.57066 -22.92525 0, -43.57086 -22.92537 0, -43.57101 -22.92548 0, -43.57113 -22.92558 0, -43.57124 -22.92568 0, -43.5713 -22.92575 0, -43.57142 -22.92591 0, -43.57168 -22.92629 0, -43.57178 -22.92643 0, -43.57185 -22.92654 0, -43.57217 -22.92701 0, -43.57227 -22.92714 0, -43.57243 -22.92736 0, -43.57245 -22.92739 0, -43.57257 -22.92756 0, -43.57258 -22.92757 0, -43.57262 -22.92764 0, -43.5727 -22.92774 0, -43.57273 -22.92779 0, -43.57279 -22.92787 0, -43.57285 -22.92786 0, -43.57291 -22.92784 0, -43.57298 -22.92782 0, -43.57301 -22.92781 0, -43.57306 -22.92777 0, -43.57308 -22.92775 0, -43.57351 -22.9273 0, -43.57361 -22.92719 0, -43.57368 -22.9271 0, -43.57369 -22.92708 0, -43.57372 -22.92704 0, -43.57379 -22.92692 0, -43.57384 -22.92696 0, -43.57411 -22.9272 0, -43.574 -22.9273 0, -43.57391 -22.92738 0, -43.57383 -22.92745 0, -43.57371 -22.92755 0, -43.5736 -22.92765 0, -43.57349 -22.92776 0, -43.57353 -22.9278 0, -43.57356 -22.92783 0, -43.57368 -22.92792 0, -43.5738 -22.92803 0, -43.57391 -22.92812 0, -43.57399 -22.92818 0)"
"Park Shopping Campo Grande - Estrada do Monteiro - Campo Grande, Rio de Janeiro - RJ",,"POINT Z (-43.5739863 -22.928179 0)"
"Rua Seabra - Campo Grande, Rio de Janeiro - RJ",,"POINT Z (-43.5662819 -22.9265482 0)"
"Rua Cedro Rosa - Campo Grande, Rio de Janeiro - RJ",,"POINT Z (-43.5618503 -22.927912 0)"
"Rua Soldado Joaquim Lôbo - Campo Grande, Rio de Janeiro - RJ",,"POINT Z (-43.5584832 -22.9277071 0)"
"Rua Jornalista Gastão de Carvalho - Campo Grande, Rio de Janeiro - RJ",,"POINT Z (-43.5582919 -22.9314146 0)"
"Condomínio Life Resort 2 - Estrada da Cachamorra - Campo Grande, Rio de Janeiro - RJ",,"POINT Z (-43.5522121 -22.9253146 0)"
"Park Shopping Campo Grande - Estrada do Monteiro - Campo Grande, Rio de Janeiro - RJ",,"POINT Z (-43.5739863 -22.928179 0)"
